user_id,account_id,account_uuid,user_email,user_role,user_status,user_created_date,last_login_date,login_count_30d,login_count_90d,feature_usage_score,sessions_count_30d,avg_session_duration_minutes,reports_generated_30d,dashboards_created,dashboards_shared,exports_count_30d,api_key_active,mobile_app_user,browser_type,operating_system,timezone_offset,language_preference,notification_preference,profile_completeness_pct,onboarding_completed,certification_earned,beta_features_enabled
USR2249E2E61E,ACC000001,,usr2249e2e61e@company0246.com,admin,active,2022-03-19,2024-12-14,28,75,82.76230826648033,32,39.03333983249189,7,2,0,6,False,False,chrome,ios,-3,de,none,67.07245759183022,True,False,False
USRA09894B2D2,ACC000001,,usra09894b2d2@company0246.com,member,active,2022-02-21,2024-12-31,11,30,44.58842672592889,14,37.54542665909628,12,4,1,2,False,False,chrome,ios,-11,es,important,66.41309860624258,True,True,False
USR19B5956493,ACC000002,,usr19b5956493@company1163.com,admin,active,2023-09-09,2024-08-12,0,0,103.65650037638704,0,31.809485583249558,11,4,1,7,False,True,chrome,android,4,es,important,65.32249323272998,True,False,False
USR9BC6F6B183,ACC000002,,usr9bc6f6b183@company1163.com,member,active,2023-10-14,2024-12-08,4,13,85.72395151554761,2,30.378213805283014,11,1,0,9,False,False,firefox,android,1,fr,all,89.66954904224005,True,False,False
USR023875ED6D,ACC000002,,usr023875ed6d@company1163.com,member,active,2023-08-21,2024-12-21,12,39,79.04527810643157,10,44.90422153352147,10,2,0,5,False,False,safari,windows,12,es,none,37.207400882783524,True,False,False
USRABCCF3A5AC,ACC000002,,usrabccf3a5ac@company1163.com,viewer,active,2023-09-17,2024-12-13,8,23,75.94256906493257,9,42.27382110684554,10,4,1,10,False,True,safari,macos,12,es,all,43.01318295763754,True,False,False
USR4DBD4986BA,ACC000002,,usr4dbd4986ba@company1163.com,member,active,2023-08-15,2024-12-30,7,21,66.73865369670422,8,36.987676424376765,8,4,1,5,False,False,safari,linux,-7,fr,important,45.587639413077724,True,True,False
USR556679F53C,ACC000003,,usr556679f53c@company0822.com,admin,active,2023-05-21,2024-12-17,11,29,53.10560109712882,12,34.9599924756319,9,2,0,4,False,True,edge,macos,-2,en,important,66.04583154617302,True,False,True
USR88D8EC892F,ACC000003,,usr88d8ec892f@company0822.com,member,active,2023-07-15,2024-12-19,13,39,52.792859362427755,10,19.889639699681602,5,4,0,3,True,False,firefox,ios,12,en,all,80.4085316948499,True,False,False
USRF6CEEB71AB,ACC000004,,usrf6ceeb71ab@company3232.com,admin,active,2023-04-29,2024-08-21,0,0,111.03944599942913,0,21.66029754946947,11,6,2,12,False,True,firefox,ios,1,es,all,99.50365877189516,True,False,False
USRDF6209C5A0,ACC000005,,usrdf6209c5a0@company2852.com,admin,active,2022-11-27,2024-12-19,11,27,48.24003672934802,13,22.634396816318162,7,7,2,8,False,False,firefox,ios,9,es,all,53.59130146029639,True,False,True
USR51A0DD7B25,ACC000005,,usr51a0dd7b25@company2852.com,member,active,2022-11-11,2024-12-24,15,38,77.84799140587046,17,22.75352739725073,9,4,1,4,False,False,chrome,windows,5,fr,all,75.84860141972558,True,False,False
USR5EB88CA6B7,ACC000006,,usr5eb88ca6b7@company2531.com,admin,active,2022-08-24,2024-11-28,3,9,36.58313452800629,2,20.653059684371367,6,1,0,3,True,False,firefox,windows,8,es,none,49.66515321805629,True,False,False
USRCD0F808960,ACC000006,,usrcd0f808960@company2531.com,member,active,2022-08-08,2024-10-30,0,0,33.96052959547367,0,37.225034221460405,15,1,0,4,False,False,safari,ios,-5,de,all,71.47092608111751,True,False,False
USRAACBA9E31F,ACC000007,,usraacba9e31f@company1111.com,admin,active,2022-08-14,2024-12-28,30,95,61.98127939323202,25,13.72790942950335,5,4,1,6,False,False,edge,linux,-1,fr,important,51.17162146384603,True,False,True
USR0827F06910,ACC000007,,usr0827f06910@company1111.com,viewer,active,2022-08-14,2024-12-16,25,79,71.48254015284402,23,22.980952334341985,6,7,2,5,False,False,firefox,ios,-3,en,important,44.43810358591521,True,False,False
USRBFA8670DC9,ACC000007,,usrbfa8670dc9@company1111.com,member,active,2022-07-23,2024-12-11,13,35,86.8341864758919,16,21.509769999137387,12,3,0,3,False,False,firefox,linux,11,es,none,99.44313413595026,True,False,False
USR9D106A29D1,ACC000008,,usr9d106a29d1@company0217.com,admin,active,2024-05-18,2024-12-24,10,28,36.34028910461868,9,20.624495057043973,4,5,0,1,False,False,firefox,macos,-10,fr,all,46.66157552263631,True,True,False
USR2957BE2FC5,ACC000009,,usr2957be2fc5@company1904.com,admin,active,2022-05-20,2024-12-18,10,30,75.25075103001413,11,5.0,12,1,0,5,False,False,chrome,macos,-2,en,important,60.51383227413972,True,False,False
USR672A34D5F0,ACC000009,,usr672a34d5f0@company1904.com,member,active,2022-05-13,2024-12-09,4,10,60.935342764716005,4,18.726274715873686,9,1,0,7,False,False,safari,ios,1,de,all,90.95827587581431,True,False,False
USR4C94B6AFC6,ACC000010,,usr4c94b6afc6@company2681.com,admin,active,2022-05-10,2024-12-08,3,8,36.94614897486128,2,19.424871706140618,7,3,0,4,False,False,chrome,macos,4,fr,all,51.72936819690872,True,False,False
USR0AFB0BB8A2,ACC000010,,usr0afb0bb8a2@company2681.com,member,deactivated,2022-03-22,2024-11-05,0,0,39.861513827657035,0,14.098622961400734,5,0,0,4,False,False,edge,linux,-6,de,all,71.75995768800541,True,False,False
USR48D609C94E,ACC000011,,usr48d609c94e@company0034.com,admin,deactivated,2022-09-25,2024-09-19,0,0,42.640348614188454,0,28.913733635610686,9,4,1,2,False,False,safari,ios,-1,de,none,75.70427504003109,True,False,False
USRB50CC20611,ACC000011,,usrb50cc20611@company0034.com,viewer,active,2022-09-14,2024-12-16,13,32,54.46451188247904,7,49.39791807714967,5,4,1,3,False,True,firefox,ios,-6,de,none,56.32301841304684,True,False,False
USR67E17E2EE5,ACC000012,,usr67e17e2ee5@company0272.com,admin,active,2023-05-07,2024-12-19,13,44,102.17433578637824,11,36.78965119017246,7,4,1,9,False,False,firefox,macos,-3,de,important,69.49961859708947,True,False,True
USR1CD1F624C2,ACC000012,,usr1cd1f624c2@company0272.com,viewer,active,2023-06-17,2024-12-09,2,6,54.84078220752197,1,57.66813742703147,8,4,1,12,True,False,safari,android,4,de,important,80.39982309872693,True,False,False
USRB69D31B0EA,ACC000012,,usrb69d31b0ea@company0272.com,viewer,active,2023-04-19,2024-12-27,16,52,84.49214999593605,11,46.77060134964172,6,5,2,6,False,False,firefox,ios,4,fr,none,55.41471074601311,True,False,True
USRD8E544A5EB,ACC000012,,usrd8e544a5eb@company0272.com,member,active,2023-05-18,2024-12-30,11,36,111.62184476587667,10,56.968292325405514,15,8,3,8,True,True,chrome,ios,-3,fr,none,96.47109411020502,True,False,False
USR7081F175E2,ACC000012,,usr7081f175e2@company0272.com,viewer,active,2023-05-25,2024-12-24,7,20,106.45655043064879,5,29.58767055761559,4,7,3,4,False,False,safari,ios,-6,es,none,60.833596317231255,True,False,True
USR486F8CC30F,ACC000013,,usr486f8cc30f@company1591.com,admin,active,2023-06-02,2024-10-29,0,0,43.03264651579012,0,19.866478563470125,5,0,0,3,False,False,safari,windows,5,es,important,67.96242219149568,True,False,False
USRFA7ED7D870,ACC000013,,usrfa7ed7d870@company1591.com,member,active,2023-06-17,2024-12-19,1,3,46.20518726508487,1,22.82294898424275,6,5,1,8,False,True,edge,linux,-5,fr,important,33.0377242150613,True,False,False
USR5E4CFAA640,ACC000014,a7556c38-061b-42ef-956a-b959053f4b48,usr5e4cfaa640@company2704.com,admin,active,2025-01-18,2024-12-25,9,26,92.862144756606,7,40.11407768541528,12,6,2,4,False,True,firefox,windows,4,de,important,57.52968852337491,True,False,False
USRDFFB108910,ACC000015,,usrdffb108910@company1111.com,admin,active,2022-03-29,2024-10-06,0,0,62.193287372131664,0,23.01740093212207,9,5,1,4,False,False,safari,macos,-9,es,all,78.02204754126704,True,False,False
USR0D807AC2ED,ACC000015,,usr0d807ac2ed@company1111.com,viewer,active,2022-04-29,2024-12-07,2,6,48.26896763401532,1,17.441940016749367,3,2,0,11,True,False,safari,ios,7,fr,important,59.90166015959101,True,False,False
USRC90F81C408,ACC000015,,usrc90f81c408@company1111.com,member,active,2022-03-03,2024-12-15,4,11,72.80057249466229,2,39.47366965929119,6,5,1,2,False,False,chrome,windows,1,en,all,42.41935192127127,True,False,True
USR418E3D9062,ACC000016,e2605fa9-6c21-426a-a617-761f167c0716,usr418e3d9062@company2715.com,admin,active,2023-03-14,2024-12-13,18,60,94.76524376017733,14,43.454409299955245,9,4,1,6,False,False,edge,android,10,en,none,69.41202829186511,True,False,True
USRCD7FFCCC02,ACC000016,e2605fa9-6c21-426a-a617-761f167c0716,usrcd7ffccc02@company2715.com,member,active,2023-03-22,2024-12-18,1,2,64.37231797956545,0,44.1858834240414,7,6,2,4,False,False,edge,ios,-12,en,all,66.09374442670996,True,False,True
USRDACDB63114,ACC000017,f995626e-3a04-4d5f-a8bd-a288b2ed620b,usrdacdb63114@company3490.com,admin,active,2024-05-12,2024-12-26,23,77,103.06297583552256,25,18.38642357404248,8,9,4,5,False,False,chrome,windows,-12,en,all,89.88970168382846,True,False,False
USR2350BC5514,ACC000017,f995626e-3a04-4d5f-a8bd-a288b2ed620b,usr2350bc5514@company3490.com,member,active,2024-05-21,2024-12-14,21,58,64.99804680851992,16,46.99769317953162,14,4,1,9,True,False,chrome,android,-3,en,all,93.93431043685996,True,False,False
USR7557429045,ACC000018,,usr7557429045@company2703.com,admin,active,2023-04-01,2024-12-20,28,89,69.7763362088075,26,44.2914846374467,8,3,1,8,False,False,firefox,android,1,de,all,65.11664279041412,True,False,False
USR7E5FCDA5CF,ACC000018,,usr7e5fcda5cf@company2703.com,member,active,2023-05-28,2024-12-31,24,80,82.64043811514931,24,29.954142761944365,10,10,4,8,False,True,firefox,macos,12,fr,all,64.32769912696357,True,False,True
USR1C8DA008CF,ACC000018,,usr1c8da008cf@company2703.com,member,active,2023-05-21,2024-12-29,23,65,58.061012156207674,22,48.365548684056506,6,3,1,7,False,True,firefox,linux,6,fr,all,97.32043429787338,True,True,False
USR10A36C50DF,ACC000018,,usr10a36c50df@company2703.com,member,active,2023-04-30,2024-12-30,14,41,90.95784492391225,17,29.647153419083644,12,8,3,8,False,False,chrome,ios,3,fr,none,68.89699253747581,True,False,False
USRF71F622EAC,ACC000019,,usrf71f622eac@company1475.com,admin,active,2024-08-09,2024-12-14,12,34,40.72594668653863,9,27.70805087748013,6,3,1,6,True,False,firefox,ios,11,es,none,32.29774881509436,True,False,True
USR56DFF303B7,ACC000019,,usr56dff303b7@company1475.com,member,active,2024-08-26,2024-12-13,7,19,93.97956200736701,5,5.0,3,4,1,6,True,False,chrome,macos,-9,en,none,60.21351541105389,True,False,True
USR2FB6058F1C,ACC000019,,usr2fb6058f1c@company1475.com,member,active,2024-07-18,2024-12-28,8,24,76.25506922889213,4,34.58835643347165,6,3,1,8,False,False,firefox,android,7,es,all,34.150110205618105,True,False,False
USR94D5236F6F,ACC000020,,usr94d5236f6f@company0441.com,admin,active,2023-09-27,2024-12-16,9,24,77.36924550838181,11,44.68258770899128,12,1,0,3,True,False,firefox,windows,-3,fr,none,60.13323648905758,True,False,False
USRA050C07DEA,ACC000020,,usra050c07dea@company0441.com,member,active,2023-10-09,2024-12-28,24,75,92.77608994164372,28,29.182791342153298,6,6,2,3,False,False,edge,android,-11,fr,important,32.15890723515,True,False,True
USR03848B3EA2,ACC000020,,usr03848b3ea2@company0441.com,member,active,2023-07-30,2024-12-25,18,52,89.682507688013,9,26.42590854887026,8,5,1,4,True,False,chrome,android,12,en,important,47.857614549253775,True,False,False
USR52266962AC,ACC000021,,usr52266962ac@company0078.com,admin,active,2022-01-19,2024-12-14,11,35,29.09604109449313,11,18.06283813743095,2,3,0,3,False,True,chrome,android,-5,fr,important,69.47460921703151,True,False,False
USR209C5541B6,ACC000021,,usr209c5541b6@company0078.com,viewer,active,2022-02-28,2024-12-21,3,8,31.476648935263068,1,20.096713342697342,6,1,0,4,False,False,safari,android,-11,de,all,78.46175772045939,True,False,False
USRCD411D9B10,ACC000021,,usrcd411d9b10@company0078.com,viewer,active,2022-03-10,2024-12-12,15,40,26.21008185985411,15,5.0,4,3,0,3,False,False,safari,android,8,en,important,48.05241070625313,True,False,False
USR5A180EE98A,ACC000022,,usr5a180ee98a@company1198.com,admin,active,2023-01-01,2024-12-27,26,83,44.27894248892981,26,18.737975848833006,9,3,0,5,False,False,edge,ios,-7,fr,all,77.21380474624559,True,False,False
USR0C349AAC63,ACC000022,,usr0c349aac63@company1198.com,viewer,active,2023-01-13,2024-11-27,2,5,35.686293541519554,1,24.114630551434683,4,3,0,6,False,False,chrome,windows,0,fr,important,39.728876253296036,True,False,False
USR07BBAAB8AE,ACC000023,ddd0dbf3-e7d3-4a31-80de-fc45db135fbb,usr07bbaab8ae@company2659.com,admin,active,2024-07-14,2024-12-22,9,26,98.12774495673547,7,25.115299707635334,12,4,1,10,False,False,chrome,macos,9,de,all,72.6125218455841,True,False,False
USR36984B4AC7,ACC000024,,usr36984b4ac7@company1583.com,admin,active,2023-12-13,2024-12-19,9,27,83.93743402559343,10,34.68760094668832,14,2,0,7,False,False,firefox,linux,7,es,important,86.55395832572904,True,False,False
USRB3E228C34E,ACC000024,,usrb3e228c34e@company1583.com,member,active,2024-02-16,2024-12-18,22,73,91.03743144959691,11,36.43248904879318,13,7,3,8,False,False,edge,ios,9,fr,all,41.06959584655898,True,False,False
USRD070AC8381,ACC000024,,usrd070ac8381@company1583.com,member,active,2024-01-30,2024-12-27,18,58,70.59949974005822,19,28.779283560314596,12,2,0,6,True,True,firefox,macos,-2,es,important,87.94626207645246,True,False,True
USRE286022506,ACC000025,d297e944-5f03-45c8-acb5-678dc4628519,usre286022506@company0946.com,admin,active,2023-09-28,2024-12-21,20,62,80.06576067677986,18,30.97699292758741,5,5,1,6,False,False,chrome,ios,-7,en,important,96.90529614274011,True,True,False
USR18E2DF84FE,ACC000026,,usr18e2df84fe@company1559.com,admin,active,2022-11-16,2024-12-11,7,23,68.41104512319971,7,15.494416454301799,6,5,1,4,False,True,chrome,macos,11,en,none,49.053657248636185,True,False,True
USR072359C0DE,ACC000026,,usr072359c0de@company1559.com,viewer,active,2023-02-01,2024-12-12,22,65,60.39602710894336,22,27.85690406672782,9,7,2,6,False,True,chrome,windows,7,en,all,94.49497626328952,True,False,False
USR389AC3F206,ACC000027,,usr389ac3f206@company2082.com,admin,active,2023-04-14,2024-11-28,4,12,42.71551564211706,4,29.051786198024377,3,6,1,11,False,False,chrome,linux,-12,de,none,45.57118690436141,True,False,False
USR66A2053B3A,ACC000027,,usr66a2053b3a@company2082.com,viewer,active,2023-04-11,2024-12-11,7,23,60.446793188225236,8,39.75761223889346,7,2,0,10,False,False,safari,windows,12,es,all,94.95791880811011,True,False,False
USR25C26C41FB,ACC000027,,usr25c26c41fb@company2082.com,viewer,active,2023-04-15,2024-12-29,9,24,48.0864093791839,8,40.69534123672116,5,3,0,8,False,False,chrome,android,-9,en,all,86.28129257019344,True,False,False
USRF80A3E286E,ACC000028,,usrf80a3e286e@company2906.com,admin,active,2023-12-30,2024-12-26,15,51,99.16633524936022,11,42.42687607609303,5,4,1,3,False,False,edge,macos,9,fr,important,65.2754352475926,True,False,False
USRB7900DF168,ACC000028,,usrb7900df168@company2906.com,member,active,2024-01-04,2024-12-27,29,94,67.15019003393616,32,47.26075117188988,16,5,1,6,False,False,firefox,macos,11,de,none,40.43656350686926,True,False,False
USR9352398BF9,ACC000029,,usr9352398bf9@company0407.com,admin,active,2022-08-14,2024-12-11,7,24,62.2501238727028,5,27.78544288964318,4,3,1,4,True,False,firefox,android,-12,fr,all,98.94334105750143,True,False,False
USR3BBCCB23EB,ACC000029,,usr3bbccb23eb@company0407.com,member,active,2022-10-07,2024-12-15,15,44,54.39622987992195,19,31.75872415596496,6,4,1,3,True,False,edge,ios,3,de,important,94.05571882814505,True,False,False
USR931C9377AF,ACC000030,,usr931c9377af@company1292.com,admin,active,2022-09-16,2024-12-14,15,48,85.25928808188083,11,44.44361906696723,4,1,0,6,False,False,edge,windows,11,es,all,73.80381385300056,True,False,True
USR827817FDEB,ACC000030,,usr827817fdeb@company1292.com,member,active,2022-08-05,2024-12-19,16,40,64.71501425698364,15,34.04886014224892,6,7,2,9,True,False,firefox,ios,-8,en,none,75.83878384838002,True,False,False
USR09BBA51E1C,ACC000031,,usr09bba51e1c@company1985.com,admin,active,2024-02-28,2024-12-23,14,40,105.4903992242437,9,16.151999408544686,12,5,2,8,True,False,chrome,ios,-10,fr,important,54.88303996595414,True,False,False
USRCD999B2F67,ACC000032,,usrcd999b2f67@company2445.com,admin,active,2022-09-04,2024-12-22,21,58,38.37015659841772,18,5.9670093699530575,5,2,0,4,False,True,chrome,android,7,de,all,86.75418517420985,True,False,False
USR77170DA70A,ACC000032,,usr77170da70a@company2445.com,member,active,2022-08-16,2024-12-24,6,19,56.97658804155973,6,33.01090710966443,4,2,0,2,False,True,edge,android,2,en,all,31.760538537058004,True,True,False
USRD0E940FD45,ACC000033,68eb4f3c-6058-4a61-9a7f-3820a64c3f65,usrd0e940fd45@company2177.com,admin,active,2024-03-27,2024-12-22,17,53,40.9431272825945,12,18.396758455187634,7,4,1,6,False,False,safari,android,10,de,none,34.81734977182985,True,False,False
USRB1F3C0F84C,ACC000033,68eb4f3c-6058-4a61-9a7f-3820a64c3f65,usrb1f3c0f84c@company2177.com,member,active,2024-03-06,2024-12-15,14,39,48.373812907224554,17,15.054724015425096,10,2,0,2,False,False,firefox,windows,-1,es,important,72.4903110255218,True,False,False
USR6CAFEF49A8,ACC000034,,usr6cafef49a8@company0360.com,admin,active,2024-01-03,2024-12-15,8,20,38.35622149888448,9,18.78481803267645,5,1,0,3,False,True,firefox,macos,-9,es,all,43.03517048089074,True,False,False
USRA2F6BC53F1,ACC000034,,usra2f6bc53f1@company0360.com,member,active,2024-02-15,2024-12-20,5,16,73.40166866605438,4,17.87258488244469,9,4,1,5,False,True,chrome,linux,11,es,important,68.89028871381771,True,False,False
USR858B23AAD5,ACC000034,,usr858b23aad5@company0360.com,member,active,2024-02-07,2024-12-13,1,2,33.05947375210394,0,41.53908311463617,5,1,0,6,False,False,safari,ios,-12,en,none,97.68853941149752,True,False,False
USR4972F76054,ACC000034,,usr4972f76054@company0360.com,member,active,2023-12-26,2024-12-14,16,46,70.04146837676518,9,37.285448076883206,12,5,1,7,False,False,firefox,windows,6,es,none,59.073667381441716,True,False,False
USR60CC75E4B4,ACC000034,,usr60cc75e4b4@company0360.com,member,active,2024-02-15,2024-11-26,4,11,44.21416039591337,3,32.446924370378206,9,5,1,4,False,False,firefox,android,-6,es,all,93.44172359224785,True,False,False
USRF2A05BFE59,ACC000034,,usrf2a05bfe59@company0360.com,viewer,active,2024-02-19,2024-12-18,8,22,57.690580356008965,8,5.0,8,1,0,5,True,False,edge,windows,-4,fr,all,36.61505105137277,True,False,False
USR76DC28C914,ACC000034,,usr76dc28c914@company0360.com,viewer,active,2024-01-08,2024-12-25,14,38,76.42196744223477,12,12.230450799245983,6,5,1,11,False,False,chrome,windows,4,fr,important,54.60389105130329,True,False,False
USRB042EB4320,ACC000034,,usrb042eb4320@company0360.com,member,active,2023-12-21,2024-12-21,5,15,70.9339023187538,5,38.49882015642663,10,7,1,7,False,False,edge,windows,-3,es,important,47.66941915314148,True,False,True
USR9100391822,ACC000035,,usr9100391822@company0763.com,admin,active,2023-09-22,2024-12-18,18,62,41.71014556263553,17,19.235107929757547,5,0,0,7,False,False,safari,android,-4,es,all,73.58653938227948,True,False,False
USRD01D8292F9,ACC000035,,usrd01d8292f9@company0763.com,viewer,active,2023-07-09,2024-12-25,11,35,42.739783839606496,9,18.71926535682826,9,3,0,5,False,False,edge,macos,3,de,important,59.93688111287857,True,False,False
USRD2C5D55CDC,ACC000036,,usrd2c5d55cdc@company0814.com,admin,active,2022-06-10,2024-12-25,18,46,73.4898173450658,17,22.621504822702498,11,1,0,8,True,False,safari,windows,3,fr,none,35.10816232068609,True,False,False
USR41973182F2,ACC000036,,usr41973182f2@company0814.com,member,active,2022-06-09,2024-12-21,4,10,113.11992955403831,4,34.051468480374545,12,2,0,3,False,True,edge,macos,-6,es,none,72.48524778268504,True,False,False
USRB767D0CF9A,ACC000037,,usrb767d0cf9a@company2050.com,admin,active,2024-09-18,2024-11-02,0,0,19.156856882228958,0,20.36889051090163,2,0,0,1,True,False,safari,linux,4,en,important,49.814119732677995,True,False,False
USR26472C9788,ACC000037,,usr26472c9788@company2050.com,member,active,2024-08-30,2024-12-06,3,10,23.547304317565427,3,5.0,2,2,0,6,False,True,chrome,android,0,en,important,84.41361753157594,True,False,False
USR69AD559E3F,ACC000037,,usr69ad559e3f@company2050.com,member,active,2024-09-25,2024-11-29,1,3,23.32577328133364,0,26.352622874038147,7,1,0,2,False,False,chrome,linux,3,es,none,76.30363870076556,False,True,False
USRDDA523AE12,ACC000038,,usrdda523ae12@company1875.com,admin,active,2022-11-25,2024-12-19,10,28,35.3577007266653,6,19.502768364646396,6,4,0,5,False,False,edge,windows,-11,es,all,62.06484602901562,True,False,False
USR0F20937FE3,ACC000038,,usr0f20937fe3@company1875.com,member,active,2022-10-05,2024-12-30,6,20,32.49951808763297,6,6.989794500685701,1,2,0,1,False,False,firefox,linux,-1,de,all,76.52011349124842,True,False,False
USR9905C3A5BF,ACC000039,198cfe1f-5f81-4e05-bb81-91a8fe562232,usr9905c3a5bf@company2296.com,admin,active,2024-05-12,2024-12-17,6,19,57.18058870391729,3,24.680744057333133,10,6,1,6,False,False,chrome,windows,9,fr,important,77.44802700951959,True,True,False
USR2760EE9AB1,ACC000039,198cfe1f-5f81-4e05-bb81-91a8fe562232,usr2760ee9ab1@company2296.com,member,active,2024-05-11,2024-12-16,27,70,39.941070691127806,30,6.663533803504581,7,3,0,4,False,False,chrome,android,1,fr,important,65.58702870181,True,False,False
USRBC1466C4E8,ACC000040,,usrbc1466c4e8@company2918.com,admin,active,2022-09-06,2024-12-14,14,35,76.62326034718049,7,30.528298647332402,7,2,0,4,False,False,edge,macos,-1,de,important,90.33947026801656,True,False,False
USR7171A5EF63,ACC000040,,usr7171a5ef63@company2918.com,member,active,2022-07-18,2024-12-25,11,27,111.25081960908551,13,29.476803620066665,4,2,0,5,False,False,safari,ios,-11,es,important,44.053519223083924,True,False,False
USREDD272C79B,ACC000041,,usredd272c79b@company0088.com,admin,active,2023-11-16,2024-12-18,21,72,68.36754779149365,23,18.743347872309414,4,4,1,5,False,False,safari,linux,4,de,none,81.89915982713714,True,False,False
USRA30954CC26,ACC000042,25d5b3f8-992f-4f7a-a9c0-98b79df5f7bb,usra30954cc26@company0162.com,admin,active,2024-03-25,2024-12-01,5,12,20.997260759091194,4,10.217754887589173,1,5,0,2,True,False,firefox,linux,2,fr,important,75.34421363864485,True,False,True
USR07373FDBAF,ACC000042,25d5b3f8-992f-4f7a-a9c0-98b79df5f7bb,usr07373fdbaf@company0162.com,member,active,2024-01-14,2024-12-20,8,20,20.506185911914606,7,5.0,7,1,0,4,False,True,safari,android,7,de,important,91.49464753187706,True,False,False
USR489D3BED84,ACC000043,e16fb4aa-0c2f-4b15-b630-4695ee093b99,usr489d3bed84@company1013.com,admin,active,2023-02-01,2024-12-24,29,99,74.17556012614199,33,39.95885918367389,12,5,1,4,False,False,chrome,ios,4,en,important,46.07004483973013,True,False,False
USRC2E721A4C5,ACC000043,e16fb4aa-0c2f-4b15-b630-4695ee093b99,usrc2e721a4c5@company1013.com,member,active,2023-03-17,2024-12-19,11,35,82.85916085523239,7,27.826710042937705,13,5,1,1,False,True,edge,linux,11,en,none,94.3162335408385,True,False,True
USR17BF90FB6F,ACC000044,,usr17bf90fb6f@company2168.com,admin,active,2022-06-20,2024-12-17,14,46,44.48366764541167,17,28.43938632320277,11,2,0,3,False,True,chrome,ios,-6,es,none,48.02974804259964,True,True,True
USRDC2B8ED874,ACC000044,,usrdc2b8ed874@company2168.com,member,deactivated,2022-06-10,2024-08-19,0,0,51.53088235585953,0,50.72166535338012,4,5,1,7,False,False,edge,macos,-6,fr,important,62.709537071580336,True,False,False
USR2657C8A5E0,ACC000044,,usr2657c8a5e0@company2168.com,member,active,2022-07-12,2024-12-18,6,18,69.37027287246403,4,39.96099395847671,10,3,0,6,False,False,edge,macos,6,de,important,37.80215482039156,True,False,False
USR1B78F238F9,ACC000044,,usr1b78f238f9@company2168.com,member,active,2022-08-21,2024-11-21,3,8,69.94260002226223,2,43.740244101469486,13,3,0,12,False,True,chrome,windows,-7,de,important,33.144444404584995,True,False,True
USR0691403D2C,ACC000045,,usr0691403d2c@company1248.com,admin,active,2022-06-19,2024-12-21,22,70,17.79053605247844,16,5.0,5,1,0,3,False,False,edge,ios,6,de,all,66.28587420092418,True,False,False
USR827A110DF9,ACC000045,,usr827a110df9@company1248.com,member,active,2022-04-06,2024-12-18,6,16,17.218973990207132,4,16.70462715594563,2,1,0,6,False,False,safari,linux,10,de,none,71.30294758622455,True,False,True
